Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Culture_Normal_0454,Culture,Music,Normal,"Known as, ""Mr. Gospel Singer of America"", this Mississippian was only 15 years old when he formed his first quartet in 1934. Twenty-four years later, he would sing at the funeral of Elvis Presley's beloved mother, Gladys. Who was he?",George Atwood,Bruce Blackwood,Ben Speer,James Blackwood,James Blackwood,"During the great depression, he grew up singing in the Church of God, and at age 15, he formed the Blackwood Brothers. They disbanded at the start of World War II, but in 1946, James eagerly put his group back together, calling it simply, The Blackwoods. This group featured the late J.D. Sumner on bass vocals. In 1952, they signed a contract with RCA Victor. Elvis Presley auditioned in 1953, but was turned down to join the group. This quartet was considered one of the greatest gospel quartets ever and paved the way for other musicians, setting the standard for the much loved sound of Southern Gospel music. In August of 1958, they were touring in North Carolina when Elvis had a plane chartered to fly them back to Memphis to sing at his Mother's funeral. The Presley family were devoted listeners of gospel music and the Blackwoods were Gladys' favorite gospel quartet. Elvis and his father Vernon, asked them to sing, ""Rock of Ages"", ""I Am Redeemed"", ""In the Garden"", ""Take My Hand, Precious Lord"", and his mother's all time favorite song, ""Precious Memories"". James Blackwood and J.D. Sumner, have been credited with customizing the first bus ever for group traveling. A replica of their first tour bus is displayed at the Southern Gospel Music Hall of Fame at Dollywood in Pigeon Forge, Tennessee. Blackwood won eight Grammy Awards for Best Gospel Performance in 1966. He won 27 Dove Awards, and seven consecutive Dove Awards for Male Vocalist of the Year during the 70s. He made over 200 albums during his career, and travel",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0455,Culture,Music,Normal,"What modern rock band from south Mississippi filmed a high-speed musical video featuring professional NASCAR drivers, Dale Earnhardt, Jr. and Tony Stewart?",3's The Man,3 Stories Up,3 Doors Down,3 Blocks Over,3 Doors Down,"According to Todd Harrell of the group, Escatawpa was ""a one light, one grocery store kind-of-town"". They all grew up friends from an early childhood, and were from religious backgrounds. Like any kids however, these guys had their idols too. They were big fans of the southern rock groups, Lynyrd Skynyrd and .38 special. On the country side of music, it was Merle Haggard and the Charlie Daniels Band. In 1994, rock & roll called Brad Arnold, Matt Roberts, and Todd Harrell to some of the grandest stages in the world. Their first gig was playing in the backyard of a friend's home. Soon they had become the biggest thing to hit the Mississippi Gulf Coast since the casinos. While playing and traveling in the south, near Foley, Alabama, they saw an old run-down building that had been boarded up. The sign on the building read, ""doors down"". Due to the harsh environmental elements, the lettering before those words were not legible. Since there were three of them, they chose to call themselves, 3 Doors Down, or 3DD for short. Chris Henderson and Richard Liles, also from Mississippi, later joined the band, making it a five-piece, world-class act. Arnold wrote the lyrics to ""Kryptonite"" in algebra class one day. This song gained national recognition and landed them in a showcase in New York. Shortly afterwards, they signed a deal with Republic/Universal. Since 2000, 3DD have sold over 12 million albums and have performed over 300 sold-out, live shows a year. Some of their accolades are, Billboard's Music Awards, New Group of the Year, Rock Track of the Year, Modern Rock Track of the Year, 2000, American Music Award, Favorite New Artist, Blockbuster Award, and Favor",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0456,Culture,Music,Normal,"This African-American played in the minor leagues of baseball. He had been rejected in the major league twice, but was eventually well accepted into the country music business. Who was this cotton-pickin', Mississippi superstar?",Joe Gibbon,Bucky Barrett,Charley Pride,Sam Carr,Joe Gibbon,"After being a sharecropper and working in the cotton fields, his father drove a school bus and cut hair for a living. Charley didn't escape the harsh job of picking cotton when he was a child, yet he kept his dreams of playing baseball and being a country music singer. He bought his first guitar at Sears-Roebuck for $10. He taught himself to play by listening to the songs on the radio. When he was 16, he began playing semi-professional baseball. After his mother died in 1956, he quit playing ball and joined the armed forces. He spent two years in the military only to return home to play more baseball with the Memphis Red Sox, but was later dropped from the team because of an injury to his pitching arm. While in service, Charley married his love, Rozene, from Oxford, Mississippi. He later tried out for the California Angels and the New York Mets, but were rejected by both, basically because of a racial issue. After some harsh and cruel words were spoken by the managers of both teams, he gave his dream of baseball up for good, and began pursuing a singing career. He returned home and auditioned in a session to record producer, Jack Clement. His southern-accented, baritone voice proved he had talent for country singing. Soon afterwards, vice-president of RCA and Nashville guitarist, Chet Atkins, signed him to a recording contract. For his first three singles, his race was kept hidden, not knowing how the audience would react to a black man singing country music. ""The Snakes Crawl At Night"", was his first #1 hit single. In 1966, in Detroit, Michigan, the audience lou",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0457,Culture,Music,Normal,"This country crooner hit rock bottom and had a spiritual conversion  while serving time in jail. Some of his songs have topped the charts in Nashville. Who was this backwoods, Mississippi man?",Jeff Bates,Paul Davis,Hank Cochran,Steve Azar,Jeff Bates,,,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0458,Culture,Humanities,Normal,"We'll start with ""A"".  What is the correct spelling of a gizmo that is made for a particular use?",apparatus,aparrtus,apparratus,apparratuss,apparatus,,,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0459,Culture,Humanities,Normal,"Now, on to ""B"". Oh, yes, here's one that makes me hesitate.  What is a word for a decorative item that is often found at birthday parties?",balloon,ballon,baloon,balloun,balloon,,,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0460,Culture,Humanities,Normal,"For ""C"" we'll use that sea that has changed pronunciations since I was in grade school. (As have the Himalayas and the Galapagos, too.) What is the spelling of that body of water which is a sea of the Atlantic Ocean?",Caribbean,Carribean,Carribbean,Caribean,Caribbean,"This is a noun coming from the word ""disappear"" which was first noted in the 15th century.",,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0461,Culture,Humanities,Normal,"""D"" will be for the word used when someone suddenly, and without word to anyone, goes away. Please spell it correctly for me.",dissappearance,disapearance,dissapearance,disappearance,disappearance,"This is a noun coming from the word ""disappear"" which was first noted in the 15th century.",,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0462,Culture,Humanities,Normal,"The ""E"" example is a word I don't like at all, particularly when I've made a gaffe and find out that's what I am. I really have a hard time remembering the correct spelling of this word. Do you?",embarassed,embarased,embarrased,embarrassed,embarrassed,That's how I feel when I am it! It was first used about 1672.,,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0463,Culture,Humanities,Normal,"Now, this adverb comes from a word meaning original, basis, or essential. What is this word that is often not spelled correctly?",fundamentally,fundementaly,fundementally,fundamentaly,fundamentally,"According to Webster's Dictionary, the first known use of this word was in the 14th century.",,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0464,Culture,Humanities,Normal,"Hmm...""G"". Yes, I know. What word, meaning a person elected or appointed to be head of a political unit, is sometimes hard to spell right?",govener,govenor,governor,governer,governor,"According to Webster's Dictionary, the first known use of this word was in the 14th century.",,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0465,Culture,Humanities,Normal,"Oh yes, this ""H"" word is often not spelled correctly, particularly when one is in a hurry because one is bleeding.  What is the word? (Remember, this is US spelling!)",hemmorhage,hemorhage,hemorrhage,hemmorrhage,hemorrhage,,,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
Question_MQ_Parsed_Culture_Normal_0466,Culture,Humanities,Normal,"What ""I"" word means an individual peculiarity or characteristic?",idiosyncrasy,idiocyncrasy,idiosyncracy,idiocyncracy,idiosyncrasy,"I once saw a sign on the wall of a veterinarian's office with this ""J"" word misspelled. There are many more words in the English language that are easy to misspell, such as that one, itself. However, I know those of you who took this quiz aced it.",,https://www.funtrivia.com/quiz/humanities/the-words-that-make-me-stop-and-think-342634.html
